dockernet-gaia1-1  | 4:18AM INF starting node with ABCI Tendermint in-process
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"988180FCF8DF43C55B72B89E15B5ABEDF1B2C0D980329C17E23D7510CC6D78F4","parts":{"hash":"DB5C441E6B991BED90ACA432E5B3E6D58029D4A3B1AE14242BA2945CB2DABBB8","total":1}},"height":13,"pol_round":-1,"round":0,"signature":"AsOn20ADCN3ojEBJucY+Y+snN3WiaiAYR7OXt8Ts1qZhw/iXPeF4h3E1gWQOWiE0C1FqWuFJflRLp7NsnhzxCA==","timestamp":"2023-07-14T04:18:22.915183451Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=988180FCF8DF43C55B72B89E15B5ABEDF1B2C0D980329C17E23D7510CC6D78F4 height=13 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=13 module=consensus num_txs=0 root=8D79165ECD07E6885A9F416A88E09C91E92DE9EEACAE2D62BCEFE833E1787682
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=13 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B313538203131302033362031363220313538203135203235342036322031353320353720313938203935203820313934203231342031393320313437203135342036332031343020343820363620323332203232332035352032333820313320333520323331203230203933203130385D3A447D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=9E6E24A29E0FFE3E9939C65F08C2D6C1939A3F8C3042E8DF37EE0D23E7145D6C height=13 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=13 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.3661 height=14 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"5D395A540E26B4DF6B1FBB8D0DA5BA1BD1BA086D226A9C7A1A9CBD66A6267123","parts":{"hash":"E7C3EEAF5C76B3390486F4B5BF3D4D97760DD8DAF0F01EB8AB80D319C66C3867","total":1}},"height":14,"pol_round":-1,"round":0,"signature":"qzQub0VQRq46VbazgxIL9b/iTIjk4jZIEl7Z1LEFo0Dekjhrwsf2BN2ba7a96CgvylQMXiXUKY5oWyNz7BarCw==","timestamp":"2023-07-14T04:18:23.930193234Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=5D395A540E26B4DF6B1FBB8D0DA5BA1BD1BA086D226A9C7A1A9CBD66A6267123 height=14 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=14 module=consensus num_txs=0 root=9E6E24A29E0FFE3E9939C65F08C2D6C1939A3F8C3042E8DF37EE0D23E7145D6C
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=14 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B323820363820352031372034352031353420383220313420313538203735203132382031343920323531203230203635203938203234203136342031362032352037332032343620323032203133342031323320323430203139372031342035382032203637203131315D3A457D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=1C4405112D9A520E9E4B8095FB14416218A4101949F6CA867BF0C50E3A02436F height=14 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=14 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.103499 height=15 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"00C6906D7DFD1D2C0A4716F46CEE90094580DEBAA1FDAFFB22165B5937FD9F85","parts":{"hash":"F099DBE1137AAA7DF6ED0E4DAF2E04A37C838F6A57554481518BA4140581DC4B","total":1}},"height":15,"pol_round":-1,"round":0,"signature":"M69Vh8hgsUPWvFlymD9L7TUbEr444CKOaW7ONGGM2liAbkUahM0KgHl6cKKsNuI33Ref3GqoYdIZHnCobj6PAA==","timestamp":"2023-07-14T04:18:24.9466506Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=00C6906D7DFD1D2C0A4716F46CEE90094580DEBAA1FDAFFB22165B5937FD9F85 height=15 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=15 module=consensus num_txs=0 root=1C4405112D9A520E9E4B8095FB14416218A4101949F6CA867BF0C50E3A02436F
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=15 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B3133203133342032353120363920393020383220313033203136332032313520323136203139322038332031343220383920323136203732203832203234372031363120323335203120313437203932203135382031203232352031313820313734203135372032313120323135203230355D3A467D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=0D86FB455A5267A3D7D8C0538E59D84852F7A1EB01935C9E01E176AE9DD3D7CD height=15 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=15 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=992.385538 height=16 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"17B9E6BBF956121B5540484E9C834B5A07AB380863CEBDD4670D20042CD74611","parts":{"hash":"DDAD93CFE78ABEB13EDE11BD9DE97B68E7D3A150075E2C910C85F38E0D064C02","total":1}},"height":16,"pol_round":-1,"round":0,"signature":"KirKTq+tDnFXxHpQpJ8H30fLW5b4OtB3qd5WIbn5bTDyDO4cmhQ1f5VH347JRUWX6ha61IGYPGG8elUefCreAg==","timestamp":"2023-07-14T04:18:25.962682764Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=17B9E6BBF956121B5540484E9C834B5A07AB380863CEBDD4670D20042CD74611 height=16 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=16 module=consensus num_txs=0 root=0D86FB455A5267A3D7D8C0538E59D84852F7A1EB01935C9E01E176AE9DD3D7CD
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=16 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B38392034352031363120313633203137332031333320323235203233372032333720362031323820373820313720313020313738203537203232312032323520323135203230203838203130382033322031303420313720323034203331203130362032303920323137203738203132345D3A31307D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=592DA1A3AD85E1EDED06804E110AB239DDE1D714586C206811CC1F6AD1D94E7C height=16 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=16 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.037 height=17 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"FEBCD751F661228F4D6FE621BFCBD0F7812DE780E7052F7B4DF4C6C13AA23381","parts":{"hash":"F138E152DEDEF2AE5832AFDBF31C07EDE09A061DA2AD562B1B944D3D0297DD6B","total":1}},"height":17,"pol_round":-1,"round":0,"signature":"k1aSx1fzUZb3uNXnB+oDwn2S42tGtRLTWwY2tiWYBNUb33I0SWs67/Q3l389sRHjtdJOH+aeXYqNFKAYFnemBw==","timestamp":"2023-07-14T04:18:26.978282698Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=FEBCD751F661228F4D6FE621BFCBD0F7812DE780E7052F7B4DF4C6C13AA23381 height=17 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=17 module=consensus num_txs=0 root=592DA1A3AD85E1EDED06804E110AB239DDE1D714586C206811CC1F6AD1D94E7C
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=17 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B31333920373120313537203139332031353220323720313337203138322032343020313432203136302031313620313231203134332037322031303020323131203137392031383920383620313139203233392031343720343520313920373220313330203131392035362031393320313336203138365D3A31317D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=8B479DC1981B89B6F08EA074798F4864D3B3BD5677EF932D1348827738C188BA height=17 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=17 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.414093 height=18 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"5D4F015FAE7D5F378BC20946EFCB4DCD83B34147624F328F85E337980411767A","parts":{"hash":"6991B51F2B38F9056096CE50F66C16FB952A08AE9813DC895A4BCA8AE54AC3CD","total":1}},"height":18,"pol_round":-1,"round":0,"signature":"LsnOR2owio5SZ67fQqLi3tqNmZku/jR7IrGGkiIUkjmyJV9vTEsuqBAhFvfoAfFECdqhCBiYTlba+01ORO72AQ==","timestamp":"2023-07-14T04:18:27.995768854Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=5D4F015FAE7D5F378BC20946EFCB4DCD83B34147624F328F85E337980411767A height=18 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=18 module=consensus num_txs=0 root=8B479DC1981B89B6F08EA074798F4864D3B3BD5677EF932D1348827738C188BA
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=18 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B33302032313420362035352031353920373420313031203232312035352032323920313933203234382032353020373120393520323133203139392032333220313036203138312032313920323334203230342039392031373320313137203134332031383220313631203139203930203130385D3A31327D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=1ED606379F4A65DD37E5C1F8FA475FD5C7E86AB5DBEACC63AD758FB6A1135A6C height=18 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=18 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.021219 height=19 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"CB1232950022A0738AAE8216A75B7DD2408FF33131CA6FDA97A3989E492E3F0A","parts":{"hash":"DF5E89082B67C9C45C37E8544740462F095A4645725865FE79C77D0ECE41C59C","total":1}},"height":19,"pol_round":-1,"round":0,"signature":"p0rxtv9rjJrccEsiSKUy7t9EgcjT2iFVQVJlxRY8nhT2SPhNbZAL/TpSrnfC5mpi/LS1iTjtaWzXNUIcTzDQBg==","timestamp":"2023-07-14T04:18:29.011111938Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=CB1232950022A0738AAE8216A75B7DD2408FF33131CA6FDA97A3989E492E3F0A height=19 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=19 module=consensus num_txs=0 root=1ED606379F4A65DD37E5C1F8FA475FD5C7E86AB5DBEACC63AD758FB6A1135A6C
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=19 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B3136382031332032343720313738203232352036322031393920362032343220363220393620393620313833203132362037392032313220323232203134372034362031393920363120373720313730203437203233302035362031323620313531203135352031373820313733203134395D3A31337D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=A80DF7B2E13EC706F23E6060B77E4FD4DE932EC73D4DAA2FE6387E979BB2AD95 height=19 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=19 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=989.249321 height=20 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"B26C14D1C569F04BCF61D477D2CF7957A23DFCF7B99824F1970A7AEC4D2CC3EF","parts":{"hash":"4FFA93B9109EF0D8D512556976A6238154DB112BDF9766468D7ECA37BEA37FD6","total":1}},"height":20,"pol_round":-1,"round":0,"signature":"dvoTuUjfyk2E8ehN2zMA50KIfrYKFfjyBJdcuzSo+hZ+b6mmRkUGujQtQAMSTGPzS/WTaivlS4kLVI8SNt4BCw==","timestamp":"2023-07-14T04:18:30.025847572Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=B26C14D1C569F04BCF61D477D2CF7957A23DFCF7B99824F1970A7AEC4D2CC3EF height=20 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=20 module=consensus num_txs=0 root=A80DF7B2E13EC706F23E6060B77E4FD4DE932EC73D4DAA2FE6387E979BB2AD95
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=20 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B3631203130372035312032323020333120313336203132332031373320313032203138372034382034362032322031303720323820383820353320343920353420313434203230372031363220313332203835203132203130302033362031363320353520313835203439203135365D3A31347D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=3D6B33DC1F887BAD66BB302E166B1C5835313690CFA284550C6424A337B9319C height=20 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=20 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=985.650515 height=21 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"1A06A3A63582E7E17BD6E9D1E4964AF6A0A0B2AF9048EB70CA65C7CE08D89530","parts":{"hash":"9EF1C18F6B4546FC88D931D31A8C6A62B17644B80F6134E6D5A3F04BD5C6D9E3","total":1}},"height":21,"pol_round":-1,"round":0,"signature":"h+ENNf/4zk43HwNbaEFshYY5hS67TjMjbonlj2Wh9weaXUpA0zpCtJSMzT96VQzS5w9M4YotfzlF5PKA/0VhCQ==","timestamp":"2023-07-14T04:18:31.042100511Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=1A06A3A63582E7E17BD6E9D1E4964AF6A0A0B2AF9048EB70CA65C7CE08D89530 height=21 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=21 module=consensus num_txs=0 root=3D6B33DC1F887BAD66BB302E166B1C5835313690CFA284550C6424A337B9319C
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=21 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B38342032352037352039322039382032333520353820313335203137362031303920313138203532203233302032353020313032203537203233392031313820393120343220383920333020313934203432203135392031343520332034382034312031323120322039365D3A31357D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=54194B5C62EB3A87B06D7634E6FA6639EF765B2A591EC22A9F91033029790260 height=21 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=21 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=984.403599 height=22 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"FD8956F79CC9D3BC87AB91A34E0B28334456DB38181AD55CB10815E797311C39","parts":{"hash":"F47704C94AF0B6E4F86E452773471CF1C1F2E27D0650C54451BC13DB47DF34C4","total":1}},"height":22,"pol_round":-1,"round":0,"signature":"X7PBwuGUMfMftCAR0apjdzdEbR0vIKzERkrayEwVVEtxRE7fsQxAkpv0qcpK6HX0QBLFULAW8Ei6XGhjSwqzAw==","timestamp":"2023-07-14T04:18:32.059231685Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=FD8956F79CC9D3BC87AB91A34E0B28334456DB38181AD55CB10815E797311C39 height=22 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=22 module=consensus num_txs=0 root=54194B5C62EB3A87B06D7634E6FA6639EF765B2A591EC22A9F91033029790260
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=22 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B35332031393520313835203935203133322031303520313439203137203736203137203233392032333420313032203532203137302031343820363020383120313334203838203237203138312036203838203230203234332032323820323333203831203720313030203137355D3A31367D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=35C3B95F846995114C11EFEA6634AA943C5186581BB5065814F3E4E9510764AF height=22 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=22 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=984.174147 height=23 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"908E665AC6E2BC1236937C297C184AB51FA0A97E87C37915C476DCEB2A8E62C0","parts":{"hash":"0DD3654DBC1224B9408E09F85363E3CBEF99427C940D05FFE229203EAD6BBC47","total":1}},"height":23,"pol_round":-1,"round":0,"signature":"HT0KuwCeQhRgJ4lqfI2cuN24B78FQGGutT5uVCJqpAV1PMonTz870rM9hSI89ly+VxVm8ZHwO98KyagQuBp1CA==","timestamp":"2023-07-14T04:18:33.075624141Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=908E665AC6E2BC1236937C297C184AB51FA0A97E87C37915C476DCEB2A8E62C0 height=23 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=23 module=consensus num_txs=0 root=35C3B95F846995114C11EFEA6634AA943C5186581BB5065814F3E4E9510764AF
dockernet-gaia1-1  | 4:18AM INF minted coins from module account amount=205973uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:18AM INF executed block height=23 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:18AM INF commit synced commit=436F6D6D697449447B5B313135203136203732203137362032313520313537203137392036322035322031342037312032343320322031303220313333203138302032203135392037392031353520323132203136352034332031313020323532203937203139312034302035372033332034382038395D3A31377D
dockernet-gaia1-1  | 4:18AM INF committed state app_hash=731048B0D79DB33E340E47F3026685B4029F4F9BD4A52B6EFC61BF2839213059 height=23 module=state num_txs=0
dockernet-gaia1-1  | 4:18AM INF indexed block exents height=23 module=txindex
dockernet-gaia1-1  | 4:18AM INF Timed out dur=986.438396 height=24 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:18AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"96C37EF0B78608E34E50FC9EF32E8C36405E328C8C2974057D8B41824985C56C","parts":{"hash":"743A28832F9AB251E1F701D81D708F0784152C75B87BA54AB2BC8DDCB42C69CB","total":1}},"height":24,"pol_round":-1,"round":0,"signature":"90ealwW1iAVyDvuh19Urjc8lrUJmOHReufx9Bj+nygObeM9fY/o3m157ADiT9jXZoASZr7ZqTHKwxgRavYXTBA==","timestamp":"2023-07-14T04:18:34.092919225Z"}
dockernet-gaia1-1  | 4:18AM INF received complete proposal block hash=96C37EF0B78608E34E50FC9EF32E8C36405E328C8C2974057D8B41824985C56C height=24 module=consensus
dockernet-gaia1-1  | 4:18AM INF finalizing commit of block hash={} height=24 module=consensus num_txs=0 root=731048B0D79DB33E340E47F3026685B4029F4F9BD4A52B6EFC61BF2839213059
